"externalsessionid";"timestamp";"eventdate";"ordernumber";"pricecents";"totalcents";"quantity";"product_id"
37933;1453102751503;"2016-01-18";87394;996;996;1;70308
44339;1464015521868;"2016-05-23";71898;452;452;1;70705
34414;1456937825106;"2016-03-02";47535;491;491;1;70890
18335;1454487100404;"2016-02-03";73228;2257;2257;1;70984
75390;1461866887377;"2016-04-28";12221;1833;1833;1;71016
58858;1451410870023;"2015-12-29";69618;666;666;1;71118
9654;1460229351210;"2016-04-09";70411;1833;1833;1;71216
29757;1464776831378;"2016-06-01";56573;410;410;1;71227
91203;1464766132721;"2016-06-01";54763;3743;3743;1;71558
48215;1455132486250;"2016-02-10";24968;229;229;1;72175
30187;1458657581433;"2016-03-22";5605;383;383;1;72258
66502;1457689477561;"2016-03-11";43254;461;461;1;72326
17480;1457807433257;"2016-03-12";34500;695;695;1;72390
94841;1460908368398;"2016-04-17";36052;1252;1252;1;72475
69286;1460985775424;"2016-04-18";29800;265;265;1;73170
22142;1456926592010;"2016-03-02";88526;695;695;1;73580
59848;1454585466520;"2016-02-04";25866;1024;1024;1;73718
28402;1460223583103;"2016-04-09";49612;4421;4421;1;73741
60174;1455700212541;"2016-02-17";393;545;545;1;73984
28260;1463919381456;"2016-05-22";62959;150;150;1;74259
94185;1463080333142;"2016-05-12";88012;405;810;2;74872
21569;1455389591208;"2016-02-13";87952;167;167;1;75014
96708;1460362472914;"2016-04-11";25837;1201;1201;1;75441
51778;1462642662372;"2016-05-07";31792;1201;1201;1;75441
21838;1463813998399;"2016-05-21";72700;1201;1201;1;75441
15921;1462430702041;"2016-05-05";85179;244;244;1;75482
5470;1448289132287;"2015-11-23";53899;215;215;1;75625
83644;1454561861009;"2016-02-04";22095;1641;1641;1;75668
83644;1454563031296;"2016-02-04";63941;1641;1641;1;75668
83644;1454564618965;"2016-02-04";8089;1641;1641;1;75668
82824;1459745873236;"2016-04-04";5058;744;744;1;75705
29973;1461480590106;"2016-04-24";76899;744;744;1;75705
70351;1463990310561;"2016-05-23";14221;744;744;1;75705
81841;1464185594717;"2016-05-25";24731;744;744;1;75705
64866;1455591797928;"2016-02-16";81975;512;512;1;75742
26737;1461824687925;"2016-04-28";1451;145;145;1;75905
64166;1458709242562;"2016-03-23";66237;399;399;1;76222
27131;1458017249175;"2016-03-15";14696;399;399;1;76222
94005;1458479739627;"2016-03-20";23285;526;526;1;76271
67026;1464250496634;"2016-05-26";725;549;549;1;76511
72766;1463424143691;"2016-05-16";21056;138;138;1;76565
72766;1463222198632;"2016-05-14";21056;138;138;1;76565
24549;1464199809904;"2016-05-25";66462;541;541;1;77031
16015;1462524005649;"2016-05-06";3398;185;185;1;77623
53495;1460998121981;"2016-04-18";93999;815;815;1;77672
30755;1460872308588;"2016-04-17";15550;820;820;1;78285
52898;1455648232576;"2016-02-16";77988;434;434;1;78322
92102;1459316156203;"2016-03-30";43063;434;434;1;78322
35123;1462350035934;"2016-05-04";60070;1226;1226;1;78347
7438;1464604646070;"2016-05-30";30799;955;955;1;78732
4704;1459841514573;"2016-04-05";7870;1305;1305;1;79174
4598;1457109681837;"2016-03-04";63651;446;446;1;79182
5035;1461842631892;"2016-04-28";38770;331;331;1;79263
20164;1451380613198;"2015-12-29";78977;265;530;2;79824
1803;1459795519561;"2016-04-04";40335;556;556;1;79945
69421;1462466651538;"2016-05-05";95929;181;181;1;79967
87610;1457625488502;"2016-03-10";41183;2165;2165;1;80285
87610;1457626109175;"2016-03-10";80926;2165;2165;1;80285
4496;1457594338745;"2016-03-10";5554;1833;1833;1;80415
66732;1458047643344;"2016-03-15";12963;657;657;1;80977
23206;1461054015495;"2016-04-19";69384;1652;1652;1;81078
23206;1461057423459;"2016-04-19";28791;1652;1652;1;81078
20844;1464020934481;"2016-05-23";64025;1226;1226;1;81354
99173;1460433612565;"2016-04-12";38980;1226;1226;1;81354
71769;1460962980982;"2016-04-18";82442;838;838;1;81651
66451;1458231418576;"2016-03-17";69065;124;124;1;81660
74404;1462950668178;"2016-05-11";27164;1113;1113;1;81813
25171;1462016227489;"2016-04-30";73513;237;237;1;81935
93700;1456676392101;"2016-02-28";16923;2034;2034;1;82066
5555;1459955263294;"2016-04-06";60714;2034;2034;1;82066
39995;1456317207567;"2016-02-24";19565;2241;2241;1;82408
31942;1459069619731;"2016-03-27";77827;2241;2241;1;82408
2804;1462122881081;"2016-05-01";71427;2369;2369;1;82951
57459;1459439715667;"2016-03-31";75592;78;78;1;83462
11885;1456423056813;"2016-02-25";72334;1193;1193;1;83499
83644;1454541937934;"2016-02-04";47200;1003;1003;1;83676
44810;1464091946473;"2016-05-24";79302;1607;1607;1;84336
87677;1459360298079;"2016-03-30";34806;729;729;1;84563
97388;1458296273106;"2016-03-18";90963;355;355;1;84695
28346;1460952523346;"2016-04-18";61735;428;428;1;84767
80154;1464717403339;"2016-05-31";35997;175;175;1;84854
80154;1464621008018;"2016-05-30";35997;175;175;1;84854
53885;1456508127419;"2016-02-26";76278;474;474;1;84926
16299;1461607650553;"2016-04-25";61273;1663;1663;1;85162
60894;1462249962609;"2016-05-03";32669;1663;1663;1;85162
73169;1455257003067;"2016-02-12";42022;929;929;1;85361
28019;1457776313071;"2016-03-12";63777;208;208;1;85556
50507;1458128430203;"2016-03-16";62222;208;208;1;85556
27036;1461586362788;"2016-04-25";72460;843;843;1;86486
68621;1458826349840;"2016-03-24";84784;326;326;1;86673
3449;1460885132738;"2016-04-17";66679;391;391;1;86687
41011;1464418909743;"2016-05-28";42386;385;385;1;86843
35840;1463935094669;"2016-05-22";48034;1468;1468;1;87179
25481;1454516720594;"2016-02-03";86196;1965;1965;1;87192
94939;1455273843551;"2016-02-12";17302;1965;1965;1;87192
53856;1455433588105;"2016-02-14";13138;1965;1965;1;87192
2862;1456652853653;"2016-02-28";29804;1965;1965;1;87192
94885;1459923824483;"2016-04-06";73832;1965;1965;1;87192
75971;1460365772522;"2016-04-11";97225;1965;1965;1;87192
60107;1461577434722;"2016-04-25";2863;1965;1965;1;87192
57788;1462435610931;"2016-05-05";53929;1965;1965;1;87192
54223;1463844476274;"2016-05-21";86287;1965;1965;1;87192
51123;1463897862623;"2016-05-22";42038;1965;1965;1;87192
57033;1458393284585;"2016-03-19";59547;256;256;1;87258
22656;1463405748833;"2016-05-16";68482;396;396;1;87445
71759;1459712430695;"2016-04-03";58267;2288;2288;1;87467
22301;1461143324380;"2016-04-20";13398;2288;2288;1;87467
8798;1463164102671;"2016-05-13";64533;2288;2288;1;87467
2310;1460533352663;"2016-04-13";23073;787;787;1;87680
68452;1459101667833;"2016-03-27";20334;1184;1184;1;87821
13712;1461686002777;"2016-04-26";94467;1687;1687;1;87995
30313;1462852305491;"2016-05-10";86930;1075;3225;3;88149
55313;1458227071307;"2016-03-17";24588;4300;4300;1;88403
59775;1461213462463;"2016-04-21";16126;541;541;1;88511
83177;1447857945449;"2015-11-18";36583;929;929;1;88704
70564;1452658137502;"2016-01-13";50511;929;929;1;88704
17569;1454759006923;"2016-02-06";7693;929;929;1;88704
40912;1458721839848;"2016-03-23";24739;929;929;1;88704
57997;1458797513108;"2016-03-24";31057;929;929;1;88704
65933;1464617246820;"2016-05-30";15592;929;929;1;88704
65933;1464617417257;"2016-05-30";63679;929;929;1;88704
72838;1456492390744;"2016-02-26";95848;221;221;1;89197
61373;1456607989805;"2016-02-28";45972;221;221;1;89197
91061;1458483639428;"2016-03-20";15669;221;221;1;89197
15272;1445146692389;"2015-10-18";21984;276;276;1;89412
28640;1456906282896;"2016-03-02";94994;276;552;2;89412
96992;1463133272643;"2016-05-13";99812;2150;2150;1;89482
15437;1457756151011;"2016-03-12";49997;3929;3929;1;89541
3331;1463896383146;"2016-05-22";52971;256;256;1;89806
36010;1454319219967;"2016-02-01";34888;260;260;1;89960
76423;1459562379165;"2016-04-02";24104;260;260;1;89960
72538;1462290732568;"2016-05-03";66424;798;798;1;90172
92279;1464755348654;"2016-06-01";50388;4360;4360;1;90649
53254;1455624488202;"2016-02-16";70862;1218;1218;1;90704
40385;1463903245287;"2016-05-22";76621;750;750;1;90908
15776;1464428870144;"2016-05-28";43792;1097;1097;1;91549
30082;1459590370639;"2016-04-02";59554;605;605;1;91561
94700;1458038354095;"2016-03-15";20125;1038;1038;1;91675
76291;1461734591279;"2016-04-27";10121;204;816;4;91810
18176;1456034212498;"2016-02-21";66893;891;891;1;91830
59067;1462714217116;"2016-05-08";76231;564;2256;4;92343
3953;1461735399493;"2016-04-27";7014;1003;1003;1;92470
22198;1464149538647;"2016-05-25";26506;1003;1003;1;92578
98045;1464799527152;"2016-06-01";12035;671;671;1;92805
99636;1464243563288;"2016-05-26";7084;204;204;1;93131
95943;1459923959655;"2016-04-06";63113;729;729;1;93181
22391;1463485817988;"2016-05-17";74868;1314;1314;1;93197
19870;1460577364651;"2016-04-13";27971;1278;1278;1;93359
67161;1460632778160;"2016-04-14";36300;1278;1278;1;93359
26664;1460645868800;"2016-04-14";43390;904;904;1;93396
72094;1464797214965;"2016-06-01";58451;904;904;1;93396
57826;1455958353504;"2016-02-20";21455;465;465;1;93511
2310;1460533352663;"2016-04-13";23073;218;218;1;93544
90404;1457271293753;"2016-03-06";5118;2165;2165;1;93856
43171;1461504122972;"2016-04-24";59154;134;134;1;93861
55645;1453538954204;"2016-01-23";25477;105;105;1;93987
72483;1452262465722;"2016-01-08";39056;315;315;1;94137
48563;1459358369840;"2016-03-30";81847;1226;1226;1;94574
9908;1455111339279;"2016-02-10";22968;792;792;1;94583
74171;1455799009771;"2016-02-18";79576;792;792;1;94583
22594;1460291053281;"2016-04-10";65468;792;792;1;94583
54577;1463473017758;"2016-05-17";25373;792;792;1;94583
38402;1456070939024;"2016-02-21";79929;1652;1652;1;94709
47109;1464770050746;"2016-06-01";57102;2778;2778;1;94775
19353;1461041586348;"2016-04-19";87905;781;3124;4;95226
86690;1455868784229;"2016-02-19";71320;676;676;1;95712
43138;1463370236336;"2016-05-16";30401;1053;1053;1;95751
91821;1460304743043;"2016-04-10";22561;1121;1121;1;95958
76044;1461653443122;"2016-04-26";92343;2180;2180;1;96252
60041;1452422177771;"2016-01-10";4099;160;160;1;96670
45674;1458932879860;"2016-03-25";76962;160;160;1;96670
21343;1462617731906;"2016-05-07";39440;160;160;1;96670
18271;1452850512100;"2016-01-15";34088;505;505;1;97052
23649;1459533552316;"2016-04-01";37475;357;357;1;97429
23649;1459534450928;"2016-04-01";11493;357;357;1;97429
20878;1462987325254;"2016-05-11";15585;357;357;1;97429
88189;1460984721027;"2016-04-18";12230;410;410;1;97653
2426;1453450709079;"2016-01-22";81176;3902;3902;1;97897
88267;1457452962253;"2016-03-08";38921;2304;2304;1;98012
44049;1459475576301;"2016-04-01";66776;317;317;1;98485
27555;1454994723143;"2016-02-09";29134;996;996;1;98528
36342;1461852298342;"2016-04-28";45969;153;153;1;98868
28438;1453464611359;"2016-01-22";53350;2419;2419;1;99026
28438;1453464968801;"2016-01-22";60605;2419;2419;1;99026
28438;1453467199634;"2016-01-22";90147;2419;2419;1;99026
24467;1462540307809;"2016-05-06";53994;481;481;1;99135
49015;1462472507949;"2016-05-05";61176;671;671;1;99348
68820;1456678635413;"2016-02-28";95474;223;223;1;99635
1959;1460701529644;"2016-04-15";90308;512;2048;4;101174
20471;1458298127837;"2016-03-18";45471;592;1184;2;101228
97720;1462358371049;"2016-05-04";15018;179;179;1;101235
98243;1457158889306;"2016-03-05";33710;1010;3030;3;101325
40303;1461582432726;"2016-04-25";71092;1060;1060;1;102030
63344;1462352017604;"2016-05-04";90889;437;437;1;102144
20762;1463772339862;"2016-05-20";16801;1136;1136;1;102426
95880;1454258950428;"2016-01-31";45782;2759;2759;1;102624
26362;1462362790979;"2016-05-04";61817;211;211;1;102751
35409;1463381438086;"2016-05-16";35789;560;560;1;103779
41994;1458223343868;"2016-03-17";78281;410;1640;4;104003
25126;1459270410520;"2016-03-29";92849;410;1640;4;104003
78248;1459825437346;"2016-04-05";46073;410;1640;4;104003
77145;1458644240121;"2016-03-22";26829;910;910;1;104040
59178;1464332243727;"2016-05-27";91289;744;744;1;104043
66595;1464856007468;"2016-06-02";25080;744;744;1;104043
24446;1457017988990;"2016-03-03";1304;1898;1898;1;104206
22301;1461143751731;"2016-04-20";53874;282;282;1;104417
82499;1458295451110;"2016-03-18";45299;3421;3421;1;104724
21410;1458016614449;"2016-03-15";43814;4330;4330;1;104741
6481;1458125318139;"2016-03-16";35268;2165;2165;1;104917
35334;1458564336850;"2016-03-21";96719;3304;23128;7;104993
11954;1460817205569;"2016-04-16";31927;3304;3304;1;104993
56329;1462016278560;"2016-04-30";18808;734;734;1;105070
4873;1459441872777;"2016-03-31";21862;2165;2165;1;105279
65788;1453124234204;"2016-01-18";77464;193;193;1;105301
8014;1440071646677;"2015-08-20";77852;4270;4270;1;105914
3769;1452307521456;"2016-01-09";21100;302;302;1;106000
53400;1461820616887;"2016-04-28";93543;68;68;1;106256
74722;1454395662222;"2016-02-02";96711;526;526;1;106308
31821;1455641781551;"2016-02-16";13013;2469;2469;1;106377
64630;1460225990867;"2016-04-09";45274;184;184;1;106526
22005;1464603815688;"2016-05-30";56725;184;184;1;106526
12549;1463422243995;"2016-05-16";41527;556;556;1;106892
56369;1460045350194;"2016-04-07";39474;942;3768;4;107548
80100;1456202484661;"2016-02-23";17829;516;516;1;107942
27792;1457544864216;"2016-03-09";92396;405;405;1;108145
5115;1460491486268;"2016-04-12";3239;867;3468;4;108194
204;1462378491233;"2016-05-04";36901;867;3468;4;108194
22301;1461142816589;"2016-04-20";28085;471;1884;4;108380
32010;1455605187805;"2016-02-16";86440;362;362;1;108523
1477;1463675731861;"2016-05-19";83788;1687;1687;1;108588
22203;1463841083349;"2016-05-21";71056;1687;1687;1;108588
87412;1456687535210;"2016-02-28";82196;2210;2210;1;109025
60210;1456520056143;"2016-02-26";37596;465;465;1;109204
94185;1460659570013;"2016-04-14";73719;263;263;1;109589
63718;1460878847547;"2016-04-17";51905;244;244;1;109816
95535;1458712373355;"2016-03-23";71910;1235;1235;1;109964
96149;1459077051917;"2016-03-27";43226;955;955;1;110004
70873;1458124892990;"2016-03-16";88968;798;3192;4;110035
75391;1454010744735;"2016-01-28";16129;360;360;1;110087
75391;1454011143105;"2016-01-28";64789;360;360;1;110087
36291;1455614021059;"2016-02-16";75627;519;519;1;110162
84136;1460014598621;"2016-04-07";33852;1783;1783;1;110279
16567;1464685354990;"2016-05-31";10277;1924;1924;1;110365
59145;1462375258208;"2016-05-04";63427;1924;1924;1;110365
41794;1461516805106;"2016-04-24";31944;385;385;1;110403
24446;1457017988990;"2016-03-03";1304;331;331;1;110676
22049;1458548531898;"2016-03-21";74152;1314;1314;1;110710
37416;1462988827013;"2016-05-11";88833;1652;1652;1;110889
23667;1457507390475;"2016-03-09";9590;440;440;1;110899
23857;1460989439179;"2016-04-18";59368;699;699;1;111149
15965;1446968762517;"2015-11-08";10515;803;803;1;111150
21569;1455389591208;"2016-02-13";87952;396;396;1;111204
61309;1454928291234;"2016-02-08";30872;5673;5673;1;111312
29288;1461840068183;"2016-04-28";53144;234;234;1;111321
59188;1464264854196;"2016-05-26";97702;1746;1746;1;111533
95897;1454762821364;"2016-02-06";18436;1323;1323;1;111629
31457;1454249105314;"2016-01-31";95094;2469;2469;1;111684
68416;1456344096274;"2016-02-24";94131;2469;2469;1;111684
79053;1460268271174;"2016-04-10";79076;1552;1552;1;111912
5895;1462797084558;"2016-05-09";17230;1552;1552;1;111912
84520;1464441691978;"2016-05-28";72842;1552;1552;1;111912
84520;1464334206934;"2016-05-27";72842;1552;1552;1;111912
83675;1462091029322;"2016-05-01";12727;1552;1552;1;111912
18879;1460051766158;"2016-04-07";92824;1911;1911;1;112049
65573;1464079713553;"2016-05-24";32559;1911;1911;1;112049
74637;1454841366683;"2016-02-07";94334;1795;1795;1;112134
76441;1457770483245;"2016-03-12";82444;1795;3590;2;112134
50643;1458293661051;"2016-03-18";83741;1795;1795;1;112134
79930;1462033399424;"2016-04-30";39173;1795;1795;1;112134
10115;1458754462654;"2016-03-23";28457;1795;1795;1;112134
5664;1459375305584;"2016-03-31";39612;1795;1795;1;112134
4305;1459794695748;"2016-04-04";10112;724;724;1;112594
6142;1463922128997;"2016-05-22";47589;724;724;1;112594
94841;1460908368398;"2016-04-17";36052;201;201;1;112607
86249;1461047762021;"2016-04-19";54890;1820;1820;1;112632
13093;1462128414554;"2016-05-01";24662;982;982;1;112652
5470;1448378118223;"2015-11-24";90369;2257;2257;1;113190
90261;1456476466093;"2016-02-26";2123;1663;1663;1;113313
11087;1463580633383;"2016-05-18";18528;141;141;1;113443
52773;1464538784991;"2016-05-29";99766;329;329;1;113678
86850;1462978791148;"2016-05-11";44009;1574;1574;1;113743
57570;1440180472397;"2015-08-21";4185;246;246;1;113888
1603;1459080154252;"2016-03-27";19581;2521;2521;1;114182
49932;1459593680073;"2016-04-02";93605;1992;1992;1;114185
814;1455360165505;"2016-02-13";20557;1734;1734;1;114212
93131;1459845540982;"2016-04-05";82776;838;3352;4;114250
14807;1461681759726;"2016-04-26";90691;1541;1541;1;114652
31011;1462721818745;"2016-05-08";21416;105;105;1;114705
20119;1461146557662;"2016-04-20";4058;2304;2304;1;114953
20706;1457161419520;"2016-03-05";18096;613;2452;4;115320
57450;1456590294594;"2016-02-27";57145;1218;1218;1;115414
83055;1458549468534;"2016-03-21";76812;7033;7033;1;115438
16390;1451832567760;"2016-01-03";4320;1287;1287;1;115543
91490;1460131025791;"2016-04-08";74427;1287;1287;1;115543
49935;1461086643765;"2016-04-19";93024;1287;1287;1;115543
33290;1461913717192;"2016-04-29";3568;1287;1287;1;115543
72273;1457519023688;"2016-03-09";54498;1380;1380;1;115790
27446;1451248980650;"2015-12-27";40305;792;792;1;115905
59598;1454944940173;"2016-02-08";83624;750;750;1;116091
3361;1454842663735;"2016-02-07";75736;2665;2665;1;116203
3140;1462343839460;"2016-05-04";93292;407;407;1;116414
26709;1460186190404;"2016-04-09";31937;1342;1342;1;116571
95762;1460972569264;"2016-04-18";22884;1342;1342;1;116571
25845;1461894850716;"2016-04-29";85354;1342;1342;1;116571
71697;1453959597932;"2016-01-28";56255;1046;1046;1;116573
461;1456167559794;"2016-02-22";11530;1168;1168;1;116656
27604;1455294081263;"2016-02-12";919;296;296;1;116663
87607;1459762207659;"2016-04-04";95151;294;294;1;116864
99900;1456921752772;"2016-03-02";82464;1499;1499;1;116889
48177;1458211399959;"2016-03-17";10058;1218;2436;2;117073
62945;1457807528442;"2016-03-12";35277;315;315;1;117252
61362;1460563959541;"2016-04-13";23496;2135;2135;1;117874
3789;1455723099759;"2016-02-17";49033;843;843;1;118138
89553;1459122560814;"2016-03-28";16371;685;685;1;118347
11279;1454518451614;"2016-02-03";52745;690;690;1;118359
42612;1462206049012;"2016-05-02";57735;690;690;1;118359
80706;1452586565822;"2016-01-12";74140;516;516;1;118565
30043;1453014907226;"2016-01-17";90966;516;516;1;118565
94372;1456848307549;"2016-03-01";6591;365;365;1;119402
78057;1455884574464;"2016-02-19";14042;2288;2288;1;120135
99976;1458626249591;"2016-03-22";62096;530;1060;2;120151
43331;1464273843546;"2016-05-26";84518;399;798;2;120436
56763;1456333800506;"2016-02-24";66587;171;171;1;120510
45002;1452606460090;"2016-01-12";81325;223;446;2;121373
42312;1452432703661;"2016-01-10";76286;491;491;1;121545
78250;1456993354440;"2016-03-03";44081;491;491;1;121545
52655;1455533149162;"2016-02-15";17514;99;99;1;121722
86686;1460107891481;"2016-04-08";9716;474;474;1;121780
64525;1461496348069;"2016-04-24";31906;1235;1235;1;122042
27330;1460970069176;"2016-04-18";19309;613;2452;4;122350
80929;1460373683516;"2016-04-11";79543;2937;2937;1;122783
74404;1462950668178;"2016-05-11";27164;1333;1333;1;122882
69074;1460615744922;"2016-04-14";95159;174;174;1;122897
99988;1465661563579;"2016-06-11";36761;1607;1607;1;122966
12160;1451212785172;"2015-12-27";37678;478;478;1;123211
39202;1458756986739;"2016-03-23";21378;65;65;1;123270
99487;1463724808860;"2016-05-20";79833;481;481;1;123493
55211;1456648005785;"2016-02-28";46924;690;690;1;123600
