Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
162365,0,65029,15,0,0,1948
4834,0,13441,17,0,0,1851
21311,3418,2000,9,0,0,1990
49804,0,0,0,0,0,2157
135567,0,3650,5,1050,3,1967
135374,0,23835,22,917,2,2294
140914,0,0,0,0,0,1791
6789,0,0,0,0,0,2237
61893,0,0,0,0,0,2320
83082,0,16207,13,250,1,2003
16962,0,0,0,0,0,2206
85955,0,34197,22,600,2,2046
22215,0,2375,12,0,0,1857
105898,0,4444,5,1944,4,2332
66807,0,23456,14,0,0,1575
131366,0,1500,2,500,1,1999
31929,0,3500,3,1000,2,2019
20540,0,5731,15,500,1,1970
48131,0,60090,18,0,0,2161
16346,0,5930,15,0,0,2108
15540,0,209,3,104,1,1761
17828,0,35099,14,0,0,2115
298927,0,69449,27,150,3,2047
66300,0,4750,6,1150,3,1884
28446,0,0,0,0,0,1920
80906,0,23548,15,0,0,2140
12153,0,1050,9,1050,9,2041
37569,0,3850,4,250,1,1597
98151,0,38812,11,500,1,1976
224852,0,7750,32,750,3,2102
19881,0,2472,15,0,0,2186
13490,0,0,0,0,0,2032
46672,500,22404,22,0,0,2021
119735,0,22432,17,1000,2,1996
18317,0,2375,12,0,0,2032
26334,0,0,0,0,0,2258
143441,0,58475,27,0,0,2238
10697,0,1000,8,0,0,2111
14072,0,20700,16,0,0,1949
35661,7487,600,3,500,2,1759
54697,0,1625,6,0,0,1809
18359,0,0,0,0,0,1748
47764,0,23122,11,400,1,1872
51169,4903,13080,13,0,0,1809
32099,0,10534,6,0,0,1929
84148,0,84148,7,0,0,1054
45137,0,2000,1,0,0,1319
18179,0,5488,3,0,0,1877
39566,0,23755,18,0,0,1763
46809,0,125,1,0,0,1878
41628,0,16771,12,0,0,1818
20891,0,150,3,0,0,1920
36513,1692,825,3,725,2,1611
116923,0,70403,50,0,0,1738
7879,0,1815,5,0,0,1849
40091,0,0,0,0,0,1803
45842,0,8253,15,128,1,1805
500,0,0,0,0,0,396
43595,0,4375,14,0,0,1867
29291,0,31357,32,1950,6,1391
63392,0,20553,17,0,0,1087
19578,0,5208,11,0,0,1632
10926,0,0,0,0,0,1851
19839,0,36375,15,0,0,1535
64594,0,9295,14,0,0,1869
24580,0,255,3,0,0,1926
20318,0,6990,13,0,0,1956
24579,0,2100,10,0,0,1967
71713,0,2135,4,0,0,1845
73501,0,21014,26,3694,8,1720
61479,0,6050,4,50,1,1755
21915,0,1875,8,0,0,1518
16465,0,16165,5,0,0,1631
61841,0,48700,49,0,0,1659
23197,0,10587,13,150,1,1747
26069,0,0,0,0,0,1278
5690,0,11612,15,0,0,1549
1000,0,0,0,0,0,1597
14052,0,0,0,0,0,1808
2143,0,0,0,0,0,1672
18239,0,0,0,0,0,1683
4892,0,0,0,0,0,1282
34412,0,14734,13,0,0,1524
34535,0,2719,12,0,0,1358
23720,0,4000,3,500,1,1678
11816,0,0,0,0,0,1596
11218,0,3850,14,0,0,1604
12568,0,350,3,0,0,1664
13188,0,1500,3,1500,3,1955
39983,0,39983,11,0,0,1569
28526,0,4167,15,0,0,1360
68359,0,15803,17,0,0,1293
22048,0,100,1,0,0,1702
1866,0,1128,8,0,0,1782
40408,0,9612,12,0,0,913
20642,0,4977,13,0,0,1614
66574,0,2500,6,400,4,1791
18656,0,4752,11,0,0,968
57374,1621,2100,5,2100,5,1440
25898,0,7834,3,0,0,1588
42481,0,24617,16,0,0,678
62492,0,3725,11,2600,9,1536
4431,0,0,0,0,0,1582
25090,0,25860,9,0,0,1786
95728,2092,56111,14,0,0,1372
11631,0,3289,22,0,0,1157
54039,0,5250,22,1250,10,1709
5625,0,2350,12,0,0,1270
22966,0,3950,8,450,6,1443
5544,0,350,3,0,0,1713
37171,0,3450,5,950,4,1341
40425,0,3300,8,1700,5,1753
9805,0,4403,11,0,0,1559
29417,0,16011,3,0,0,1582
37093,0,4250,13,0,0,1810
21461,0,4010,26,0,0,1509
21950,0,5739,16,0,0,1668
14233,0,160,3,0,0,1687
105737,0,71728,13,0,0,1705
22551,0,0,0,0,0,1794
35474,0,15086,6,0,0,1479
21854,0,500,1,500,1,1100
50386,0,2750,8,0,0,1721
28502,0,2375,12,0,0,1732
238446,1082,37766,28,1550,11,890
20516,0,3500,20,0,0,1429
97391,0,26299,8,0,0,1607
29253,2305,7625,5,0,0,1630
139982,0,14500,6,0,0,1430
68192,0,1300,9,1300,9,1640
21615,0,5043,13,1000,2,1069
36829,0,42497,19,1001,1,1015
152178,0,39760,15,248,1,1073
17397,0,1750,7,0,0,1215
45006,0,1400,6,300,4,925
4289,0,2350,4,750,2,1083
133351,0,84215,43,7000,22,1529
42093,0,1831,4,0,0,1526
74331,0,15779,14,0,0,1514
120462,3649,10500,9,750,2,1503
14243,0,6654,17,0,0,1487
6803,0,1644,11,0,0,1296
8885,0,1500,5,0,0,1386
38761,0,9015,12,0,0,1533
5500,0,0,0,0,0,989
76660,0,38807,24,3341,1,1193
30463,0,4619,9,0,0,1275
6914,0,0,0,0,0,812
67495,0,8620,8,0,0,1302
15339,0,1375,4,0,0,628
5745,0,400,4,400,4,1067
81155,0,49904,41,0,0,1276
45432,0,12833,15,0,0,1322
39386,0,18722,7,0,0,1359
69647,0,45175,20,2250,3,854
25849,0,0,0,0,0,996
3625,0,0,0,0,0,1369
4057,0,23050,11,2550,7,1135
30273,0,1720,8,0,0,1117
24750,0,0,0,0,0,968
12471,0,0,0,0,0,666
2000,0,0,0,0,0,1479
2827,0,0,0,0,0,1375
63121,0,16634,16,150,1,1349
19694,0,2125,10,0,0,1436
11571,0,0,0,0,0,1116
26933,0,750,6,0,0,1299
1456,0,500,1,0,0,1130
16188,0,3726,7,300,4,900
12088,0,27292,17,100,1,1298
119214,0,19633,23,15533,17,1041
66956,0,4520,5,1508,1,1342
4360,0,2000,9,0,0,1355
7056,0,0,0,0,0,1057
32934,0,500,1,0,0,858
6551,0,300,3,300,3,1117
24915,0,265,3,0,0,1184
10100,0,4400,12,2900,9,1032
20691,0,16448,6,0,0,1227
11676,0,1000,1,0,0,1158
31504,0,7358,2,0,0,1022
12093,0,1605,4,0,0,1411
44353,0,2500,1,0,0,138
35557,0,350,3,0,0,1135
38465,0,10550,3,550,2,1580
3258,0,0,0,0,0,106
31224,1000,1150,7,650,6,1508
93191,0,10463,17,3100,7,1539
20010,0,0,0,0,0,1302
37866,0,9200,18,0,0,1230
65664,0,11899,5,0,0,1121
59967,0,10000,4,0,0,959
12134,899,57676,25,3064,9,974
19892,0,3505,13,0,0,1240
38292,0,12487,13,250,2,531
68224,0,28916,16,0,0,1258
103645,7257,3450,3,950,2,1374
189077,3867,54353,27,100,1,542
3246,0,0,0,0,0,1401
33323,0,0,0,0,0,1405
114719,0,0,0,0,0,1136
60319,0,22051,19,50,1,817
25705,0,0,0,0,0,1180
52475,0,14447,13,0,0,962
151265,0,61068,13,0,0,1213
960,0,6000,1,0,0,1262
17036,0,0,0,0,0,1210
34458,0,1883,8,0,0,843
177785,0,77203,15,0,0,1251
13125,0,550,4,550,4,268
14494,0,500,1,0,0,575
13460,0,0,0,0,0,271
9216,0,340,3,0,0,1466
22840,0,0,0,0,0,773
22289,0,18105,34,189,1,1501
9389,0,4195,5,695,2,1509
26375,0,7875,38,0,0,1431
3625,0,2000,9,0,0,1431
16200,0,5375,28,0,0,1407
40465,0,6540,28,0,0,1408
1000,0,375,3,0,0,1382
4750,0,1875,8,0,0,1416
74280,0,23735,18,0,0,1425
1250,0,625,5,0,0,1071
60014,0,45105,32,500,2,669
12250,0,4875,32,0,0,1346
8250,0,3000,17,0,0,915
15732,0,6875,33,0,0,666
9300,0,3250,18,0,0,1396
9500,0,3125,18,0,0,1415
3750,0,1500,5,0,0,1397
12350,0,4125,26,0,0,1314
13623,0,2625,14,0,0,1330
10824,0,3375,19,0,0,867
1250,0,1250,3,0,0,679
17215,0,1750,7,0,0,1423
16825,0,4250,27,0,0,1431
2125,0,875,7,0,0,1396
9175,0,4000,25,0,0,1428
23717,0,3375,19,0,0,1404
18750,0,7000,44,0,0,1036
6125,0,2750,8,0,0,144
4399,0,750,6,0,0,1369
10200,0,3625,15,0,0,1408
49151,0,12931,38,0,0,1423
9375,0,3250,19,0,0,1410
8992,0,1250,3,0,0,1417
13936,0,1625,6,0,0,1418
5250,0,1875,8,0,0,1418
5500,0,2875,9,0,0,1428
29182,0,3517,18,642,2,1404
7400,0,2600,14,0,0,1394
4350,0,2100,10,0,0,1409
6875,0,4625,30,0,0,581
6000,0,2250,4,0,0,713
11927,0,4000,15,500,1,1188
11864,0,2500,13,0,0,1397
10000,0,3375,19,0,0,1418
5375,0,1375,11,0,0,1396
4500,0,1500,5,0,0,1033
4150,0,375,3,0,0,1424
9125,0,750,6,0,0,1174
13301,0,3500,21,0,0,1400
16504,0,500,4,0,0,1397
10400,0,1840,10,0,0,1397
3750,0,1750,7,0,0,1178
8725,0,5600,14,0,0,1426
7388,0,3958,15,150,1,446
16700,0,1500,5,0,0,1269
11850,0,4475,29,0,0,893
62705,0,2750,15,0,0,1422
2125,0,625,5,0,0,1248
11875,0,3625,22,0,0,1408
7375,0,2750,13,0,0,714
54264,0,15178,17,0,0,1397
49482,0,33147,23,0,0,1255
48607,0,18284,37,0,0,1339
3967,0,375,3,0,0,1337
6250,0,2250,11,0,0,1365
11572,0,7164,22,0,0,1163
12000,0,5625,34,0,0,859
1500,0,500,4,0,0,893
5875,0,2125,10,0,0,997
13350,0,3850,24,0,0,1071
10197,0,3098,10,0,0,723
3250,0,2125,10,0,0,1117
12375,0,3875,24,0,0,863
7625,0,4375,21,0,0,1393
11875,0,3625,22,0,0,1388
1625,0,1250,3,0,0,1381
160114,500,71954,86,30817,53,1373
4500,0,2250,11,0,0,666
2625,0,1375,4,0,0,850
5400,0,1875,8,0,0,1324
28745,0,10375,43,0,0,1323
12675,0,4875,25,0,0,1390
2875,0,1375,4,0,0,1381
4500,0,2125,10,0,0,1271
500,0,125,1,0,0,1355
11361,0,3375,20,0,0,1367
9794,0,2250,11,0,0,968
27619,0,83726,68,14050,46,1325
21842,0,3250,19,0,0,929
37478,0,5409,4,5409,4,429
6305,0,0,0,0,0,1031
13749,0,400,4,400,4,996
7591,0,0,0,0,0,926
10508,0,0,0,0,0,309
74093,0,20055,37,0,0,949
11692,0,0,0,0,0,95
1022,0,0,0,0,0,463
12964,500,450,3,350,2,943
265,0,6000,1,0,0,1012
17191,0,2484,6,2484,6,922
29836,0,16165,3,0,0,815
22647,0,1136,9,0,0,883
33087,0,24761,9,500,1,724
5931,0,0,0,0,0,882
37300,0,23760,19,0,0,676
23704,0,14935,14,0,0,868
44038,0,21634,11,0,0,872
31011,0,0,0,0,0,1130
64956,0,36694,11,0,0,1012
12078,0,500,1,500,1,983
141554,0,41685,15,1000,2,1139
24847,0,1550,4,0,0,1022
46207,0,16093,32,0,0,1130
121779,0,3500,3,1000,2,634
28049,0,100,2,0,0,1164
11690,0,0,0,0,0,360
36491,0,500,1,500,1,1027
33413,0,31605,8,0,0,647
9446,0,0,0,0,0,667
48944,2565,17988,12,0,0,1005
68092,0,16524,14,500,2,652
1000,0,1000,1,0,0,148
1884,0,0,0,0,0,31
22027,0,1225,3,0,0,653
4130,0,100,1,0,0,673
3447,0,1000,1,0,0,872
59317,4877,4794,3,1194,1,660
2886,0,500,1,0,0,557
4028,0,0,0,0,0,346
45485,0,8417,4,0,0,759
31539,0,6406,16,200,1,721
4586,0,1000,1,0,0,249
20335,0,5115,2,0,0,768
2250,0,1750,7,0,0,817
25418,0,50,1,50,1,720
2686,0,7500,4,500,1,301
47662,3071,100,1,100,1,760
4224,0,0,0,0,0,336
4375,0,2875,16,0,0,248
76210,0,37937,29,1110,8,798
10512,0,0,0,0,0,836
3834,0,500,1,0,0,524
41537,3576,3000,3,250,1,669
4584,0,0,0,0,0,652
19870,0,11075,4,0,0,892
18088,0,16697,6,0,0,501
20765,0,15949,4,0,0,319
7138,0,0,0,0,0,293
17539,0,500,3,400,2,628
7038,0,1336,3,1336,3,309
5459,0,9864,14,0,0,880
1125,0,0,0,0,0,898
8994,0,0,0,0,0,1104
44780,0,2100,3,1100,2,968
12286,0,7972,11,250,1,1018
25047,0,500,1,500,1,443
16844,0,0,0,0,0,483
49271,0,20695,11,0,0,852
9157,0,22802,10,1245,3,901
86588,0,4537,4,0,0,1072
53027,0,30627,16,0,0,1290
24765,0,19969,5,0,0,595
29174,0,100,1,0,0,1087
1100,0,1100,2,0,0,438
56712,0,15685,14,500,1,997
8232,0,0,0,0,0,258
58816,0,4600,5,1100,3,570
24295,0,250,2,250,2,621
20198,0,3139,2,3139,2,601
24454,0,1919,7,0,0,732
7847,0,0,0,0,0,284
29056,0,4354,14,0,0,715
42071,0,500,1,0,0,502
570,0,180,4,0,0,785
8904,0,3740,14,0,0,898
4354,0,1000,1,0,0,706
2000,0,0,0,0,0,165
57346,0,7946,6,5446,5,492
11303,0,0,0,0,0,119
642,0,0,0,0,0,355
1000,0,0,0,0,0,500
5269,0,22697,13,0,0,604
38995,0,1200,2,200,1,563
4652,0,0,0,0,0,207
500,0,0,0,0,0,340
4546,0,1000,1,0,0,239
31673,0,2500,1,0,0,283
8684,0,0,0,0,0,544
2104,0,0,0,0,0,466
862,0,0,0,0,0,8
972,972,0,0,0,0,2
4490,0,0,0,0,0,107
13560,0,0,0,0,0,368
2000,0,0,0,0,0,520
8964,3861,0,0,0,0,594
1837,0,1000,1,0,0,219
500,0,0,0,0,0,122
4090,0,0,0,0,0,59
12264,0,0,0,0,0,267
54950,0,30500,9,0,0,450
16094,0,0,0,0,0,199
1000,0,0,0,0,0,594
6705,0,600,2,0,0,507
6338,0,0,0,0,0,322
3110,0,1100,2,0,0,345
3000,0,1000,1,0,0,270
23257,0,0,0,0,0,361
18933,0,0,0,0,0,284
93198,0,28923,18,0,0,500
9862,0,1693,3,693,2,309
16501,0,0,0,0,0,360
9264,0,4830,15,0,0,424
4676,0,0,0,0,0,141
4636,0,0,0,0,0,42
3065,0,0,0,0,0,87
3230,0,0,0,0,0,10
8660,0,0,0,0,0,172
1500,0,0,0,0,0,60
2627,0,0,0,0,0,25
1224,0,0,0,0,0,269
12602,0,5632,5,500,1,158
1022,0,0,0,0,0,277
3788,0,0,0,0,0,61
1446,0,0,0,0,0,99
20882,0,1000,1,0,0,328
5450,0,125,3,0,0,687
25730,0,1431,3,931,2,630
6835,0,765,3,0,0,596
16936,0,14970,2,0,0,580
20410,0,0,0,0,0,541
1500,0,0,0,0,0,480
27759,0,7195,5,0,0,499
500,0,500,1,0,0,493
25054,0,32592,17,3409,6,486
4751,0,0,0,0,0,334
5354,0,0,0,0,0,32
1500,0,1500,1,0,0,235
6356,0,5000,1,0,0,180
642,0,642,3,0,0,170
7504,0,0,0,0,0,100
6015,4929,0,0,0,0,30
27488,0,23927,21,0,0,2273
39956,0,0,0,0,0,3206
35569,0,27119,21,0,0,3357
55472,0,17848,18,3763,3,3566
15682,0,5025,6,500,1,3298
70178,0,61530,12,1300,6,3306
221543,0,10300,5,200,3,3554
77978,0,1373,10,650,6,3753
203353,0,14000,13,4000,8,3557
68684,0,5756,13,0,0,2892
23352,0,3600,8,3600,8,1459
24228,0,2850,15,0,0,3452
19483,0,4263,18,0,0,3589
78231,0,19182,13,0,0,3102
74531,0,10914,17,750,3,3456
83276,0,22539,8,650,2,3424
21216,0,7787,12,0,0,3378
17967,0,1500,5,0,0,3340
4000,0,0,0,0,0,3453
74651,0,10893,22,0,0,3456
400,0,160,1,0,0,3460
35766,0,49702,20,784,1,3503
2000,0,0,0,0,0,3188
48296,0,31329,9,500,1,3061
822321,0,138334,26,600,2,3288
140544,0,1021,3,500,1,3342
43971,0,1491,11,0,0,2350
10635,0,45212,20,0,0,2131
13986,0,400,1,400,1,3398
46269,0,20594,14,0,0,3487
27712,0,750,2,750,2,3491
35850,0,17759,18,0,0,3439
7630,0,220,3,0,0,3403
31541,0,5101,12,0,0,3488
8009,0,8102,12,2850,6,3279
14791,0,23956,26,300,2,2689
65141,0,31463,26,2550,2,3452
68907,0,33434,10,0,0,3365
27669,0,3219,7,0,0,3413
62589,0,10000,4,0,0,2803
374613,0,23592,31,5000,14,3463
97768,0,26734,13,0,0,3119
73159,0,358,4,358,4,3237
48577,0,34224,16,0,0,2794
70614,0,32417,18,0,0,3519
38827,0,0,0,0,0,2993
29919,0,1225,3,0,0,2949
9673,0,0,0,0,0,2501
72309,0,41949,20,289,2,1735
55473,0,10156,7,0,0,1751
706,0,730,3,100,1,1739
7698,0,0,0,0,0,1734
72019,0,20430,8,0,0,1789
89876,0,51620,17,0,0,1739
19821,0,2525,3,425,1,1731
6850,0,2225,11,0,0,1719
32091,0,8426,17,1000,2,1731
26055,0,3320,14,0,0,1727
122488,0,2800,17,1300,16,1718
126028,0,23974,19,668,1,1716
94201,0,21559,13,0,0,1716
6240,0,0,0,0,0,1679
13899,0,5125,31,0,0,1705
15832,2376,8130,20,500,1,1698
891,0,891,8,0,0,1703
21787,0,1500,5,0,0,1704
71502,0,9482,13,0,0,1699
3420,0,1750,7,0,0,1690
7535,0,18487,20,0,0,1678
28132,0,465,5,0,0,1702
67329,0,6500,3,0,0,1696
20971,1490,43527,34,0,0,1695
11500,0,0,0,0,0,1695
15275,0,2750,8,0,0,1694
166638,0,64572,22,0,0,1697
86500,0,51740,20,0,0,1691
5500,0,5500,11,5500,11,1690
62121,0,3602,9,0,0,1692
66315,0,8096,9,0,0,1689
4342,0,0,0,0,0,1678
24838,0,500,1,0,0,1684
23165,0,5990,15,150,1,1678
25992,0,24333,10,0,0,1678
59782,0,7500,7,2000,4,1681
64131,1452,7676,15,4620,11,1681
96179,0,32069,14,400,2,1667
101431,0,49801,19,0,0,1677
12824,0,500,4,0,0,1677
130595,0,0,0,0,0,1677
8150,0,14135,41,500,2,1676
22291,0,3812,11,578,2,1675
204693,0,5159,5,0,0,1672
16079,0,6085,4,0,0,1670
10630,0,550,6,0,0,1670
23027,0,3375,15,0,0,1669
112345,0,36640,14,0,0,1669
7500,0,2950,8,2850,7,1668
4351,0,0,0,0,0,1659
97510,1678,71609,51,7650,26,1665
104656,0,5000,3,0,0,1663
9575,0,0,0,0,0,1835
55152,0,14630,14,0,0,1662
12855,0,0,0,0,0,1653
11947,0,8099,14,1000,2,1656
24893,0,0,0,0,0,1652
17534,0,0,0,0,0,1656
37165,0,19715,15,0,0,1654
190730,0,78916,28,2450,9,1648
4680,0,135,3,0,0,1646
10845,0,0,0,0,0,1621
22998,0,0,0,0,0,1644
15635,0,410,3,0,0,1612
35650,0,23130,34,0,0,1640
3126,0,100,1,0,0,1634
33245,0,31390,17,0,0,1628
16152,0,6129,19,500,5,1635
15624,0,0,0,0,0,1634
59151,0,11110,13,0,0,1636
30500,0,0,0,0,0,1628
88404,0,37304,29,500,1,1628
33017,0,10333,18,0,0,1622
16883,0,4398,12,500,2,1626
23188,0,1291,8,0,0,1627
56289,0,24051,15,0,0,1628
5346,0,0,0,0,0,1621
24475,0,800,8,800,8,1614
25753,0,3400,21,0,0,1614
70659,0,9178,8,0,0,1622
1000,0,0,0,0,0,1597
63162,0,27564,8,0,0,1600
17472,0,500,1,0,0,1618
6058,0,0,0,0,0,1608
11005,0,5736,3,0,0,1609
32424,0,39635,16,0,0,1584
31784,0,350,1,350,1,1604
126167,0,190160,15,0,0,1612
17079,0,4000,3,0,0,1605
35493,0,0,0,0,0,1602
84979,0,36702,16,0,0,1600
22029,0,2882,14,0,0,1597
771,0,13160,4,0,0,1601
50416,0,4574,13,450,1,1597
81866,0,10000,4,0,0,1591
85696,0,18603,14,0,0,1591
134882,0,15717,14,0,0,1597
3919,0,500,1,0,0,1591
43310,0,10058,13,0,0,1589
18148,0,26,3,0,0,1565
51653,0,11052,14,0,0,1571
179832,2954,18218,20,2500,5,1569
44324,0,650,4,650,4,1583
90666,0,32474,14,0,0,1582
10741,0,6593,8,1108,2,1579
69954,0,8500,5,500,1,1578
13004,1000,13890,39,0,0,1572
29657,0,8092,4,0,0,1592
11974,0,4025,12,2400,6,1565
18601,0,5899,12,0,0,1600
27604,0,1570,6,0,0,1555
126490,0,8808,15,5183,12,1566
57642,0,52176,15,0,0,1564
14598,0,625,5,0,0,1562
6822,0,0,0,0,0,1559
55922,2273,8104,19,4104,16,1552
9620,0,500,1,0,0,1523
12966,0,15021,16,886,3,1553
39450,0,0,0,0,0,1529
121156,0,12245,6,1000,2,1538
28028,0,0,0,0,0,1548
130748,0,65510,37,6349,7,1545
17481,0,0,0,0,0,1535
5000,0,5000,1,0,0,1537
22885,0,1060,2,0,0,1541
26065,0,5600,6,1500,3,1530
10760,0,0,0,0,0,1534
9312,0,3405,8,250,1,1527
14775,0,14275,9,0,0,1519
8060,0,1750,4,0,0,1534
89222,0,0,0,0,0,1528
16148,0,2625,14,0,0,1529
4316,0,1375,4,0,0,1515
9372,0,0,0,0,0,1524
40424,0,44110,26,343,3,1523
49519,0,25762,18,0,0,1522
37305,0,10205,13,0,0,1513
7273,0,375,3,0,0,1517
76595,0,10577,2,9577,1,1515
33629,0,4970,10,150,1,1500
14440,0,365,2,0,0,1502
62339,0,0,0,0,0,1507
53040,0,3960,9,0,0,1595
40346,0,5412,13,0,0,1483
23835,0,0,0,0,0,1488
17613,0,5030,9,0,0,1495
2131,0,405,3,0,0,1480
20885,0,751,12,0,0,1494
2124,0,2324,2,0,0,1487
62645,0,19602,11,0,0,1474
139032,0,19565,17,1150,4,1481
45533,0,12247,20,0,0,1486
35509,0,14204,13,0,0,1486
170632,0,4650,3,0,0,1480
59650,0,5050,16,3950,13,1476
8273,0,0,0,0,0,1474
5425,0,2000,9,0,0,1412
59927,739,3100,3,0,0,1464
33972,0,21029,29,0,0,1467
71794,0,6000,3,0,0,1453
47301,1005,4561,4,0,0,1464
60854,0,5240,5,0,0,1457
11680,0,1460,3,0,0,1459
13942,0,5822,12,0,0,1458
24917,0,3948,14,0,0,1457
131125,862,4993,11,50,1,1443
19640,0,935,3,0,0,1451
31611,0,4030,12,0,0,1457
16014,0,0,0,0,0,1450
16063,0,2330,9,0,0,1447
91605,0,37840,18,0,0,1444
26504,0,10599,29,1000,7,1445
62907,0,3200,3,200,1,1431
12532,0,2069,9,0,0,1445
52584,0,2500,1,0,0,1439
20954,0,375,3,0,0,1438
35185,0,5957,7,0,0,1439
72297,0,16241,16,0,0,1587
58387,0,14581,39,0,0,1435
9128,0,0,0,0,0,1424
37520,0,19924,6,0,0,1432
9399,0,2125,10,0,0,1430
10071,0,27701,16,0,0,1421
57793,0,20959,15,1198,3,1424
28867,0,19169,28,0,0,1425
1010,0,0,0,0,0,1423
11463,0,339,4,0,0,1425
26173,0,305,1,0,0,1418
404,0,550,3,0,0,1418
59017,0,34746,25,0,0,1418
34235,0,18910,7,250,1,1415
11933,0,249,3,79,1,1412
5000,0,2125,3,0,0,1412
2622,0,1625,6,0,0,1404
11310,0,5021,2,0,0,1409
39142,0,14981,28,0,0,1408
11181,0,929,12,0,0,1407
3974,0,365,3,0,0,1397
18476,0,8525,4,200,1,1403
64385,0,981,5,0,0,1395
73597,0,25447,8,0,0,1402
54899,0,500,1,500,1,1401
3016,0,0,0,0,0,1398
